date,entry_time,exit_time,ticker,action,close_action,direction,entry_price,exit_price,shares,position_value,profit_loss_pct,profit_loss_dollars,exit_reason,hold_duration_seconds,indicator_name,entry_spread_pct,atr_at_entry,momentum_at_entry
2023-01-04,2023-01-04T11:18:00,2023-01-04T11:34:00,TELL,buy_to_open,sell_to_close,long,1.7509,1.7540,171.3453,300.00,0.1799,0.54,max_hold_15min,960.0,Penny Stocks,0.0971,0.0000,0.0000
2023-01-04,2023-01-04T11:21:00,2023-01-04T11:37:00,CLOV,buy_to_open,sell_to_close,long,0.9985,0.9989,300.4627,300.00,0.0431,0.13,max_hold_15min,960.0,Penny Stocks,0.0721,0.0000,0.0000
2023-01-04,2023-01-04T13:07:00,2023-01-04T13:15:00,INPX,buy_to_open,sell_to_close,long,1.8590,1.7900,161.3771,300.00,-3.7133,-11.14,ATR stop loss: -4.13% (threshold: -3.00%),480.0,Penny Stocks,0.4313,0.0000,0.0000
2023-01-04,2023-01-04T14:35:00,2023-01-04T14:51:00,GSAT,buy_to_open,sell_to_close,long,1.3120,1.3150,228.6585,300.00,0.2287,0.69,max_hold_15min,960.0,Penny Stocks,0.3053,0.0000,0.0000
2023-01-05,2023-01-05T09:51:00,2023-01-05T10:07:00,NKLA,buy_to_open,sell_to_close,long,2.2228,2.1770,134.9643,300.00,-2.0609,-6.18,max_hold_15min,960.0,Penny Stocks,0.2532,0.0000,0.0000
2023-01-05,2023-01-05T10:02:00,2023-01-05T10:18:00,EXPR,buy_to_open,sell_to_close,long,0.9459,0.9499,317.1482,300.00,0.4197,1.26,max_hold_15min,960.0,Penny Stocks,0.1968,0.0000,0.0000
2023-01-05,2023-01-05T10:08:00,2023-01-05T10:24:00,TELL,buy_to_open,sell_to_close,long,1.7385,1.7545,172.5626,300.00,0.9203,2.76,max_hold_15min,960.0,Penny Stocks,0.4035,0.0000,0.0000
2023-01-05,2023-01-05T11:45:00,2023-01-05T12:01:00,GSAT,buy_to_open,sell_to_close,long,1.3110,1.3089,228.8330,300.00,-0.1594,-0.48,max_hold_15min,960.0,Penny Stocks,0.1527,0.0000,0.0000
2023-01-05,2023-01-05T14:51:00,2023-01-05T15:00:00,CLOV,buy_to_open,sell_to_close,long,0.9363,0.9328,320.4136,300.00,-0.3770,-1.13,force_close_eod,540.0,Penny Stocks,0.0833,0.0000,0.0000
2023-01-06,2023-01-06T09:32:00,2023-01-06T09:48:00,GRAB,buy_to_open,sell_to_close,long,3.5695,3.4780,84.0454,300.00,-2.5634,-7.69,max_hold_15min,960.0,Penny Stocks,0.2525,0.0000,0.0000
2023-01-06,2023-01-06T09:40:00,2023-01-06T09:56:00,GSAT,buy_to_open,sell_to_close,long,1.3330,1.3550,225.0563,300.00,1.6504,4.95,max_hold_15min,960.0,Penny Stocks,0.4511,0.0000,0.0000
2023-01-06,2023-01-06T10:08:00,2023-01-06T10:24:00,GEVO,buy_to_open,sell_to_close,long,1.8118,1.8190,165.5766,300.00,0.3946,1.18,max_hold_15min,960.0,Penny Stocks,0.2044,0.0000,0.0000
2023-01-06,2023-01-06T10:31:00,2023-01-06T10:39:00,CLOV,buy_to_open,sell_to_close,long,0.9305,0.9537,322.4108,300.00,2.4933,7.48,profit_target_2.7%,480.0,Penny Stocks,0.1484,0.0000,0.0000
2023-01-06,2023-01-06T13:29:00,2023-01-06T13:45:00,CLOV,buy_to_open,sell_to_close,long,1.0170,0.9990,294.9882,300.00,-1.7689,-5.31,max_hold_15min,960.0,Penny Stocks,0.3921,0.0000,0.0000
2023-01-06,2023-01-06T13:30:00,2023-01-06T13:46:00,GEVO,buy_to_open,sell_to_close,long,1.8615,1.8590,161.1604,300.00,-0.1343,-0.40,max_hold_15min,960.0,Penny Stocks,0.1613,0.0000,0.0000
2023-01-06,2023-01-06T14:15:00,2023-01-06T14:31:00,CLOV,buy_to_open,sell_to_close,long,1.0110,1.0040,296.7330,300.00,-0.6904,-2.07,max_hold_15min,960.0,Penny Stocks,0.2000,0.0000,0.0000
2023-01-09,2023-01-09T09:30:00,2023-01-09T09:38:00,GSAT,buy_to_open,sell_to_close,long,1.3960,1.3550,214.8997,300.00,-2.9405,-8.82,ATR stop loss: -3.01% (threshold: -2.00%),480.0,Penny Stocks,0.1434,0.0000,0.0000
2023-01-09,2023-01-09T09:31:00,2023-01-09T09:33:00,GRAB,buy_to_open,sell_to_close,long,3.5932,3.6170,83.4910,300.00,0.6624,1.99,Trailing stop triggered at $3.6241 (locking in 0.68% profit),120.0,Penny Stocks,0.1783,0.0000,0.0000
2023-01-09,2023-01-09T09:32:00,2023-01-09T09:48:00,GEVO,buy_to_open,sell_to_close,long,1.9520,1.9690,153.6885,300.00,0.8704,2.61,max_hold_15min,960.0,Penny Stocks,0.2051,0.0000,0.0000
2023-01-09,2023-01-09T09:34:00,2023-01-09T09:42:00,CLOV,buy_to_open,sell_to_close,long,1.0507,1.0690,285.5239,300.00,1.7417,5.23,profit_target_1.8%,480.0,Penny Stocks,0.1905,0.0000,0.0000
2023-01-09,2023-01-09T09:38:00,2023-01-09T09:47:00,GRAB,buy_to_open,sell_to_close,long,3.7149,3.7684,80.7559,300.00,1.4401,4.32,profit_target_1.5%,540.0,Penny Stocks,0.2695,0.0000,0.0000
2023-01-09,2023-01-09T09:40:00,2023-01-09T09:56:00,NKLA,buy_to_open,sell_to_close,long,2.2630,2.2785,132.5674,300.00,0.6849,2.05,max_hold_15min,960.0,Penny Stocks,0.2655,0.0000,0.0000
2023-01-09,2023-01-09T10:32:00,2023-01-09T10:48:00,EXPR,buy_to_open,sell_to_close,long,0.9614,0.9298,312.0579,300.00,-3.2787,-9.84,max_hold_15min,960.0,Penny Stocks,0.3042,0.0000,0.0000
2023-01-09,2023-01-09T10:32:00,2023-01-09T10:48:00,GEVO,buy_to_open,sell_to_close,long,1.9418,1.9290,154.4926,300.00,-0.6612,-1.98,max_hold_15min,960.0,Penny Stocks,0.2516,0.0000,0.0000
2023-01-09,2023-01-09T11:16:00,2023-01-09T11:32:00,CLOV,buy_to_open,sell_to_close,long,1.0960,1.1044,273.7226,300.00,0.7682,2.30,max_hold_15min,960.0,Penny Stocks,0.1826,0.0000,0.0000
2023-01-09,2023-01-09T11:56:00,2023-01-09T12:12:00,CLOV,buy_to_open,sell_to_close,long,1.1065,1.1093,271.1252,300.00,0.2485,0.75,max_hold_15min,960.0,Penny Stocks,0.2715,0.0000,0.0000
2023-01-09,2023-01-09T12:31:00,2023-01-09T12:47:00,BIOR,buy_to_open,sell_to_close,long,2.1310,2.1940,140.7790,300.00,2.9564,8.87,max_hold_15min,960.0,Penny Stocks,0.0939,0.0000,0.0000
2023-01-09,2023-01-09T13:52:00,2023-01-09T14:08:00,EXPR,buy_to_open,sell_to_close,long,0.9703,0.9603,309.1831,300.00,-1.0284,-3.09,max_hold_15min,960.0,Penny Stocks,0.2890,0.0000,0.0000
2023-01-09,2023-01-09T14:26:00,2023-01-09T14:45:00,EXPR,buy_to_open,sell_to_close,long,0.9909,0.9786,302.7493,300.00,-1.2452,-3.74,max_hold_15min,1140.0,Penny Stocks,0.2061,0.0000,0.0000
2023-01-10,2023-01-10T09:32:00,2023-01-10T09:41:00,GRAB,buy_to_open,sell_to_close,long,3.6070,3.6265,83.1716,300.00,0.5406,1.62,Trailing stop triggered at $3.6489 (locking in 1.05% profit),540.0,Penny Stocks,0.1110,0.0000,0.0000
2023-01-10,2023-01-10T09:33:00,2023-01-10T09:37:00,AGEN,buy_to_open,sell_to_close,long,2.4535,2.5082,122.2743,300.00,2.2303,6.69,profit_target_2.3%,240.0,Penny Stocks,0.2857,0.0000,0.0000
2023-01-10,2023-01-10T09:35:00,2023-01-10T09:44:00,GEVO,buy_to_open,sell_to_close,long,1.9518,1.8940,153.7003,300.00,-2.9639,-8.89,ATR stop loss: -3.10% (threshold: -3.00%),540.0,Penny Stocks,0.1897,0.0000,0.0000
2023-01-10,2023-01-10T09:35:00,2023-01-10T09:47:00,TELL,buy_to_open,sell_to_close,long,1.8720,1.8098,160.2564,300.00,-3.3205,-9.96,ATR stop loss: -3.52% (threshold: -3.00%),720.0,Penny Stocks,0.2139,0.0000,0.0000
2023-01-10,2023-01-10T09:36:00,2023-01-10T09:38:00,BIOR,buy_to_open,sell_to_close,long,2.4431,2.1793,122.7958,300.00,-10.7966,-32.39,emergency_stop_-9.8%,120.0,Penny Stocks,0.2525,0.0000,0.0000
2023-01-10,2023-01-10T09:45:00,2023-01-10T10:01:00,AGEN,buy_to_open,sell_to_close,long,2.5634,2.5740,117.0339,300.00,0.4151,1.25,max_hold_15min,960.0,Penny Stocks,0.2625,0.0000,0.0000
2023-01-10,2023-01-10T10:07:00,2023-01-10T10:09:00,BIOR,buy_to_open,sell_to_close,long,2.2400,2.2838,133.9286,300.00,1.9554,5.87,profit_target_2.2%,120.0,Penny Stocks,0.4474,0.0000,0.0000
2023-01-10,2023-01-10T10:08:00,2023-01-10T10:24:00,GRAB,buy_to_open,sell_to_close,long,3.6885,3.7086,81.3337,300.00,0.5447,1.63,max_hold_15min,960.0,Penny Stocks,0.1905,0.0000,0.0000
2023-01-10,2023-01-10T10:09:00,2023-01-10T10:16:00,CLOV,buy_to_open,sell_to_close,long,1.1159,1.1240,268.8365,300.00,0.7268,2.18,Trailing stop triggered at $1.1257 (locking in 0.71% profit),420.0,Penny Stocks,0.1650,0.0000,0.0000
2023-01-10,2023-01-10T10:12:00,2023-01-10T10:28:00,NKLA,buy_to_open,sell_to_close,long,2.2815,2.2635,131.4924,300.00,-0.7890,-2.37,max_hold_15min,960.0,Penny Stocks,0.1316,0.0000,0.0000
2023-01-10,2023-01-10T10:22:00,2023-01-10T10:40:00,INPX,buy_to_open,sell_to_close,long,1.7180,1.7100,174.6217,300.00,-0.4657,-1.40,max_hold_15min,1080.0,Penny Stocks,0.0100,0.0000,0.0000
2023-01-10,2023-01-10T10:27:00,2023-01-10T10:35:00,BIOR,buy_to_open,sell_to_close,long,2.3129,2.3449,129.7073,300.00,1.3835,4.15,profit_target_1.6%,480.0,Penny Stocks,0.2598,0.0000,0.0000
2023-01-10,2023-01-10T11:19:00,2023-01-10T11:29:00,BIOR,buy_to_open,sell_to_close,long,2.4266,2.4779,123.6282,300.00,2.1128,6.34,profit_target_2.2%,600.0,Penny Stocks,0.2005,0.0000,0.0000
2023-01-10,2023-01-10T11:39:00,2023-01-10T11:55:00,BIOR,buy_to_open,sell_to_close,long,2.6670,2.5575,112.4859,300.00,-4.1057,-12.32,max_hold_15min,960.0,Penny Stocks,0.5263,0.0000,0.0000
2023-01-10,2023-01-10T12:05:00,2023-01-10T12:11:00,BIOR,buy_to_open,sell_to_close,long,2.6061,2.6450,115.1141,300.00,1.4923,4.48,profit_target_1.7%,360.0,Penny Stocks,0.5394,0.0000,0.0000
2023-01-10,2023-01-10T12:12:00,2023-01-10T12:28:00,GSAT,buy_to_open,sell_to_close,long,1.3066,1.3044,229.6018,300.00,-0.1668,-0.50,max_hold_15min,960.0,Penny Stocks,0.2467,0.0000,0.0000
2023-01-10,2023-01-10T12:21:00,2023-01-10T12:22:00,BIOR,buy_to_open,sell_to_close,long,2.6860,2.7261,111.6902,300.00,1.4929,4.48,profit_target_2.0%,60.0,Penny Stocks,0.4478,0.0000,0.0000
2023-01-10,2023-01-10T12:41:00,2023-01-10T12:57:00,GSAT,buy_to_open,sell_to_close,long,1.3255,1.3250,226.3280,300.00,-0.0392,-0.12,max_hold_15min,960.0,Penny Stocks,0.0770,0.0000,0.0000
2023-01-10,2023-01-10T12:54:00,2023-01-10T12:58:00,BIOR,buy_to_open,sell_to_close,long,2.8239,2.8910,106.2357,300.00,2.3758,7.13,profit_target_2.7%,240.0,Penny Stocks,0.2702,0.0000,0.0000
2023-01-10,2023-01-10T13:13:00,2023-01-10T13:18:00,BIOR,buy_to_open,sell_to_close,long,2.9397,3.0210,102.0516,300.00,2.7659,8.30,profit_target_3.4%,300.0,Penny Stocks,0.3810,0.0000,0.0000
2023-01-10,2023-01-10T13:35:00,2023-01-10T13:36:00,BIOR,buy_to_open,sell_to_close,long,3.1280,3.1635,95.9079,300.00,1.1349,3.40,profit_target_1.6%,60.0,Penny Stocks,0.5128,0.0000,0.0000
2023-01-10,2023-01-10T13:41:00,2023-01-10T13:49:00,BIOR,buy_to_open,sell_to_close,long,3.2661,3.3402,91.8527,300.00,2.2691,6.81,profit_target_2.6%,480.0,Penny Stocks,0.7314,0.0000,0.0000
2023-01-10,2023-01-10T13:44:00,2023-01-10T13:45:00,INPX,buy_to_open,sell_to_close,long,1.7820,1.8255,168.3502,300.00,2.4405,7.32,profit_target_2.7%,60.0,Penny Stocks,0.2247,0.0000,0.0000
2023-01-10,2023-01-10T14:04:00,2023-01-10T14:05:00,BIOR,buy_to_open,sell_to_close,long,3.2910,3.4009,91.1577,300.00,3.3394,10.02,profit_target_3.9%,60.0,Penny Stocks,0.3653,0.0000,0.0000
2023-01-10,2023-01-10T14:20:00,2023-01-10T14:36:00,EXPR,buy_to_open,sell_to_close,long,0.9960,0.9826,301.1927,300.00,-1.3524,-4.06,max_hold_15min,960.0,Penny Stocks,0.3298,0.0000,0.0000
2023-01-10,2023-01-10T14:24:00,2023-01-10T14:27:00,BIOR,buy_to_open,sell_to_close,long,3.8140,3.8790,78.6576,300.00,1.7042,5.11,profit_target_2.0%,180.0,Penny Stocks,0.7368,0.0000,0.0000
2023-01-10,2023-01-10T14:54:00,2023-01-10T15:00:00,BIOR,buy_to_open,sell_to_close,long,4.4759,4.6150,67.0262,300.00,3.1087,9.33,profit_target_3.7%,360.0,Penny Stocks,0.7112,0.0000,0.0000
2023-01-11,2023-01-11T09:37:00,2023-01-11T09:43:00,NKLA,buy_to_open,sell_to_close,long,2.3569,2.3979,127.2837,300.00,1.7383,5.21,profit_target_1.8%,360.0,Penny Stocks,0.1648,0.0000,0.0000
2023-01-11,2023-01-11T09:39:00,2023-01-11T09:52:00,CLOV,buy_to_open,sell_to_close,long,1.1820,1.1985,253.8071,300.00,1.3934,4.18,profit_target_1.5%,780.0,Penny Stocks,0.3390,0.0000,0.0000
2023-01-11,2023-01-11T09:44:00,2023-01-11T09:53:00,AGEN,buy_to_open,sell_to_close,long,2.5810,2.6190,116.2340,300.00,1.4723,4.42,profit_target_1.5%,540.0,Penny Stocks,0.0775,0.0000,0.0000
2023-01-11,2023-01-11T10:08:00,2023-01-11T10:24:00,EXPR,buy_to_open,sell_to_close,long,1.0872,1.0790,275.9306,300.00,-0.7606,-2.28,max_hold_15min,960.0,Penny Stocks,0.3557,0.0000,0.0000
2023-01-11,2023-01-11T10:08:00,2023-01-11T10:24:00,NKLA,buy_to_open,sell_to_close,long,2.4170,2.4340,124.1208,300.00,0.7034,2.11,max_hold_15min,960.0,Penny Stocks,0.1656,0.0000,0.0000
2023-01-11,2023-01-11T12:11:00,2023-01-11T12:27:00,CLOV,buy_to_open,sell_to_close,long,1.2124,1.1942,247.4370,300.00,-1.5061,-4.52,max_hold_15min,960.0,Penny Stocks,0.4017,0.0000,0.0000
2023-01-11,2023-01-11T12:29:00,2023-01-11T12:46:00,INPX,buy_to_open,sell_to_close,long,1.8520,1.8490,161.9870,300.00,-0.1620,-0.49,max_hold_15min,1020.0,Penny Stocks,0.2162,0.0000,0.0000
2023-01-11,2023-01-11T13:56:00,2023-01-11T14:10:00,CLOV,buy_to_open,sell_to_close,long,1.1410,1.1590,262.9273,300.00,1.5776,4.73,profit_target_1.7%,840.0,Penny Stocks,0.1754,0.0000,0.0000
2023-01-12,2023-01-12T09:58:00,2023-01-12T10:02:00,INPX,buy_to_open,sell_to_close,long,1.8940,1.8160,158.3958,300.00,-4.1178,-12.35,ATR stop loss: -4.31% (threshold: -3.64%),240.0,Penny Stocks,0.4222,0.0000,0.0000
2023-01-12,2023-01-12T10:02:00,2023-01-12T10:19:00,EXPR,buy_to_open,sell_to_close,long,1.0710,1.0694,280.1120,300.00,-0.1494,-0.45,max_hold_15min,1020.0,Penny Stocks,0.1869,0.0000,0.0000
2023-01-12,2023-01-12T10:11:00,2023-01-12T10:27:00,CLOV,buy_to_open,sell_to_close,long,1.1896,1.1995,252.1771,300.00,0.8288,2.49,max_hold_15min,960.0,Penny Stocks,0.3773,0.0000,0.0000
2023-01-12,2023-01-12T10:12:00,2023-01-12T10:28:00,GEVO,buy_to_open,sell_to_close,long,2.0015,1.9745,149.8876,300.00,-1.3490,-4.05,max_hold_15min,960.0,Penny Stocks,0.1500,0.0000,0.0000
2023-01-12,2023-01-12T11:08:00,2023-01-12T11:24:00,CLOV,buy_to_open,sell_to_close,long,1.1805,1.1806,254.1296,300.00,0.0085,0.03,max_hold_15min,960.0,Penny Stocks,0.0847,0.0000,0.0000
2023-01-12,2023-01-12T13:45:00,2023-01-12T14:01:00,GSAT,buy_to_open,sell_to_close,long,1.4199,1.4295,211.2765,300.00,0.6733,2.02,max_hold_15min,960.0,Penny Stocks,0.1466,0.0000,0.0000
2023-01-12,2023-01-12T14:28:00,2023-01-12T14:38:00,EXPR,buy_to_open,sell_to_close,long,1.1270,1.1427,266.1911,300.00,1.3895,4.17,profit_target_1.6%,600.0,Penny Stocks,0.3573,0.0000,0.0000
2023-01-13,2023-01-13T09:32:00,2023-01-13T09:46:00,AGEN,buy_to_open,sell_to_close,long,2.9554,2.9970,101.5081,300.00,1.4066,4.22,profit_target_1.5%,840.0,Penny Stocks,0.2799,0.0000,0.0000
2023-01-13,2023-01-13T09:32:00,2023-01-13T09:34:00,CLOV,buy_to_open,sell_to_close,long,1.2210,1.2381,245.7002,300.00,1.4038,4.21,profit_target_1.6%,120.0,Penny Stocks,0.1639,0.0000,0.0000
2023-01-13,2023-01-13T09:33:00,2023-01-13T09:49:00,GRAB,buy_to_open,sell_to_close,long,3.6275,3.5935,82.7016,300.00,-0.9373,-2.81,max_hold_15min,960.0,Penny Stocks,0.1379,0.0000,0.0000
2023-01-13,2023-01-13T09:34:00,2023-01-13T09:50:00,GEVO,buy_to_open,sell_to_close,long,2.0770,2.0540,144.4391,300.00,-1.1069,-3.32,max_hold_15min,960.0,Penny Stocks,0.1928,0.0000,0.0000
2023-01-13,2023-01-13T09:47:00,2023-01-13T10:03:00,CLOV,buy_to_open,sell_to_close,long,1.2609,1.2574,237.9253,300.00,-0.2760,-0.83,max_hold_15min,960.0,Penny Stocks,0.1587,0.0000,0.0000
2023-01-13,2023-01-13T09:53:00,2023-01-13T10:04:00,BIOR,buy_to_open,sell_to_close,long,4.5790,4.6472,65.5165,300.00,1.4901,4.47,profit_target_1.6%,660.0,Penny Stocks,0.3939,0.0000,0.0000
2023-01-13,2023-01-13T09:57:00,2023-01-13T10:13:00,AGEN,buy_to_open,sell_to_close,long,3.0513,2.9945,98.3187,300.00,-1.8615,-5.58,max_hold_15min,960.0,Penny Stocks,0.0984,0.0000,0.0000
2023-01-13,2023-01-13T10:15:00,2023-01-13T10:24:00,BIOR,buy_to_open,sell_to_close,long,4.7499,4.8690,63.1592,300.00,2.5070,7.52,profit_target_2.7%,540.0,Penny Stocks,0.4219,0.0000,0.0000
2023-01-13,2023-01-13T10:24:00,2023-01-13T10:40:00,GEVO,buy_to_open,sell_to_close,long,2.0870,2.0841,143.7484,300.00,-0.1361,-0.41,max_hold_15min,960.0,Penny Stocks,0.1899,0.0000,0.0000
2023-01-13,2023-01-13T10:24:00,2023-01-13T10:40:00,TELL,buy_to_open,sell_to_close,long,2.0461,2.0492,146.6183,300.00,0.1481,0.44,max_hold_15min,960.0,Penny Stocks,0.1105,0.0000,0.0000
2023-01-13,2023-01-13T10:44:00,2023-01-13T10:57:00,BIOR,buy_to_open,sell_to_close,long,4.8362,4.6981,62.0317,300.00,-2.8564,-8.57,ATR stop loss: -3.07% (threshold: -3.00%),780.0,Penny Stocks,0.2584,0.0000,0.0000
2023-01-13,2023-01-13T11:14:00,2023-01-13T11:25:00,BIOR,buy_to_open,sell_to_close,long,4.7555,4.8366,63.0848,300.00,1.7054,5.12,profit_target_1.8%,660.0,Penny Stocks,0.2316,0.0000,0.0000
2023-01-13,2023-01-13T12:00:00,2023-01-13T12:16:00,NKLA,buy_to_open,sell_to_close,long,2.4745,2.4645,121.2366,300.00,-0.4041,-1.21,max_hold_15min,960.0,Penny Stocks,0.3644,0.0000,0.0000
2023-01-13,2023-01-13T13:44:00,2023-01-13T14:00:00,BIOR,buy_to_open,sell_to_close,long,4.7749,4.6890,62.8284,300.00,-1.7992,-5.40,max_hold_15min,960.0,Penny Stocks,0.2059,0.0000,0.0000
2023-01-17,2023-01-17T09:30:00,2023-01-17T09:46:00,GRAB,buy_to_open,sell_to_close,long,3.8430,3.8735,78.0640,300.00,0.7937,2.38,max_hold_15min,960.0,Penny Stocks,0.6789,0.0000,0.0000
2023-01-17,2023-01-17T09:31:00,2023-01-17T09:41:00,GSAT,buy_to_open,sell_to_close,long,1.5115,1.4541,198.4783,300.00,-3.8002,-11.40,ATR stop loss: -3.93% (threshold: -3.00%),600.0,Penny Stocks,0.1987,0.0000,0.0000
2023-01-17,2023-01-17T09:34:00,2023-01-17T09:35:00,BIOR,buy_to_open,sell_to_close,long,4.7086,5.0271,63.7128,300.00,6.7644,20.29,profit_target_7.7%,60.0,Penny Stocks,0.3672,0.0000,0.0000
2023-01-17,2023-01-17T09:44:00,2023-01-17T09:53:00,CLOV,buy_to_open,sell_to_close,long,1.2308,1.2485,243.7479,300.00,1.4397,4.32,profit_target_1.6%,540.0,Penny Stocks,0.1268,0.0000,0.0000
2023-01-17,2023-01-17T09:44:00,2023-01-17T09:58:00,NKLA,buy_to_open,sell_to_close,long,2.5676,2.5890,116.8406,300.00,0.8335,2.50,Trailing stop triggered at $2.5921 (locking in 0.75% profit),840.0,Penny Stocks,0.2027,0.0000,0.0000
2023-01-17,2023-01-17T09:47:00,2023-01-17T09:53:00,BIOR,buy_to_open,sell_to_close,long,4.7870,4.9980,62.6697,300.00,4.4078,13.22,profit_target_4.9%,360.0,Penny Stocks,0.2929,0.0000,0.0000
2023-01-17,2023-01-17T10:02:00,2023-01-17T10:18:00,GSAT,buy_to_open,sell_to_close,long,1.4117,1.3840,212.5158,300.00,-1.9594,-5.88,max_hold_15min,960.0,Penny Stocks,0.3065,0.0000,0.0000
